,tweet
329,"['whens', 'sway', 'sway', 'winner', 'announced']"
330,"['k', 'check', 'out']"
331,"['pretty', 'well', 'wide', 'awak']"
332,"['want', 'wake', 'early', 'coffee', 'tomorrow', 'today', 'it', 'is', 'going', 'busyy', 'day', 'writing', 'booo', 'whoo']"
333,"['i', 'miss', 'daddy', 'mommi']"
334,"['my', 'dog', 'officially', 'depressed', 'brother', 's', 'dog', 'gone', 'he', 'doe', 'not', 'want', 'outside', 'did', 'play', 'half', 'heartedly']"
335,"['i', 'realized', 'i', 'cannot', 'forward', 'text', 'msg', 'iphone']"
336,"['my', 'frist', 'post', 'off', 'new', 'car', 'parent', 'exciting']"
337,"['argh', 'noo', 'missed', 'the', 'killer', 'wossy', 'that', 'suck', 'missed', 'brandon', 'total', 'failure', 'anyone', 'know', 'it', 'is', 'repeated', 'must', 'investigate']"
338,"['seriously', 'bored', 'talk', 'to', 'tired', 'sleep']"
339,"['i', 'lost', 'please', 'help', 'good', 'home']"
340,"['it', 's', 'peter', 'gordon', 'morning', 'and', 'i', 'piece', 'i', 'wanna', 'hide', 'go', 'piece', 'i', 'die', 'ever']"
341,"['ok', 'i', 'have', 'got', 'bit', 'bad', 'lifting', 'drum', 'hardware', 'car', 'downer']"
342,"['lmao', 'smh', 'threw', 'off']"
343,"['oh', 'nice', 'going']"
344,"['is', 'getting', 'ready', 'work', 'working', 'weekend']"
345,"['gonna', 'celebrate', 'mother', 'day', 'family', 'gonna', 'start', 'partying', 'tonit']"
346,"['agree', 'you']"
347,"['i', 'computer', 'am', 'hopeless']"
348,"['degree', 'gross', 'sky', 'thunderstorm', 'perfect', 'match', 'mood', 'lol']"
349,"['_2nd', 'aww', 'thanks']"
350,"['sorry', 'rb', 'ps3']"
351,"['i', 'saw', 'amazing', 'heeels', 'but', 'big']"
352,"['i', 'stuck', 'finger', 'throat', 'bunch', 'bump', 'tongue', 'throat']"
353,"['dang', 'url', 'went']"
354,"['ohoh', 'missed', 'ur', 'tweet', 'im', 'gonna', 'stay', 'awake', 'night', 'announcement', 'now', 'time', 'differ']"
355,"['damnit', 'all', 'that', 'suck', 'you', 'one', 'i', 'thought', 'i', 'would', 'drag', 'lol']"
356,"['bos', 'she', 'is', 'moving', 'nyc']"
357,"['sooo', 'crazy', 'fever']"
358,"['spending', 'saturday', 'morning', 'taking', 'note', 'research', 'essay', 'stupid', 'recalled', 'book', 'i', 'am', 'using', 'not', 'fair']"
359,"['i', 'think', 'need', 'new', 'friend']"
360,"['looking', 'forward', 'gig', 'ireland', 'see', 'ya', 'there']"
361,"['please', 'review', 'sunehre', 'ad', 'plac']"
362,"['aww', 'loooov']"
363,"['hungry', 'twitter', 'want', 'food', '3']"
364,"['awesome', 'lucki']"
365,"['yea', 'know', 'tell', 'everything', 'p', 'send', 'direct', 'message', 'telling', 'haha']"
366,"['haha', 'im', 'jewish', 'lov']"
367,"['great', 'time', 'beer', 'garden', 'wit', 'boyos', 'i', 'think', 'sun', 'got', 'bit', 'though', 'feel', 'bit', 'ill']"
368,"['l', 'm', 'day', 'matt', 'no', 'fun', 'weekend']"
369,"['u', 'do', 'not', 'think', 'so', 'maybe', 'ur', 'right', 'lol', 'btw', 'phone', 'u', 'using', 'think', 'u', 'told', 'b4', 'i', 'app', 'u']"
370,"['i', 'feel', 'pain', 'mine', 'way']"
371,"['come', 'home', 'day']"
372,"['sadly', 'no', 'it', 'did', 'not', 'come', 'one']"
373,"['cant', 'wait', 'boy', 'tomorrow']"
374,"['ehhh', 'no', 'check', 'up', 'i', 'dentist', 'app', 'week', 'though', 'getting', 'molar', 'pulled', 'root', 'canal']"
375,"['aww', 'i', 'miss', 'driving', 'elmwood']"
376,"['omg', 'wango', 'tango', 'awsome', 'i', 'love', 'baby', 'tak']"
377,"['version', 'live', 'interactive', 'trans', 'siberian', 'ticket', 'planner', 'launched', 'cool']"
378,"['_30439', 'i', 'wish', 'i', 'go']"
379,"['yeah', 'real', 'hard', 'i', 'know', 'you', 'you', 'will', 'it', 'smil']"
380,"['i', 'am', 'december', 'that', 's', 'good', 'big', 'birthday', 'fly', 'sur']"
381,"['this', 'night', 'way', 'funny']"
382,"['woo', 'cavs', 'happy', 'mother', 's', 'day']"
383,"['i', 'face', 'i', 'home', 'mom', 'watching', 'soap']"
384,"['i', 'work', 'now']"
385,"['i', 'cannot', 'believe', 'went', 'got', 'boba', 'me']"
386,"['and', 'too', 'today']"
387,"['thanks', 'warm', 'welcome', 'we', 'did', 'not', 'plan', 'arrival', 'time', 'air']"
388,"['day', 'count']"
389,"['sorry', 'friend', 'i', 'am', 'swamped', 'deadline', 'right', 'family', 'visiting', 'boot', 'no', 'charade', 'me']"
390,['brainfreez']
391,"['just', 'discovered', 'shortcoming', 'gravity', 'when', 'use', 'twitpic', 'integrated', 'doe', 'not', 'subtract', 'pic', 'url', 'character', 'limit']"
392,"['my', 'sunburn', 'peeling']"
393,"['perky', 'purple', 'nail', 'polish', 'is', 'not', 'perky', 'chip']"
394,"['camera', 'smoker', 'pit', 'longer', 'vandalize', 'door', 'caught']"
395,"['laying', 'alone', 'since', 'mook', 's', 'soo', 'comfy', 'f', 'n', 'play', 'pen', 'i', 'thought', 'ill', 'i', 'do', 'not', 'cuddle', 'with']"
396,"['i', 'hate', 'dentist']"
397,"['aimed', 'you', 'joining', 'in', 'sorri']"
398,"['i', 'am', 'taking', 'twitter', 'break', 'cell', 'di']"
399,"['qood', 'morninq']"
400,"['writing', 'english', 'original', 'writing', 'storyyyyy', 'listening', 'a', 'little', 'respect', 'erasure', 'aaaaaah']"
401,"['need', 'follow']"
402,"['i', 'wish', 'i', 'nail', 'stupid', 'job']"
403,"['the', 'little', 'wormy', 'labyrinth', 'sadly', 'passed', 'away', 'today', 'ok', 'he', 'happy', 'ghost', 'form', 'aww']"
404,"['no', 'pant', 'idea', 'new', 'attempt', 'world', 'wide', 'attract', 'business', 'airline']"
405,"['have', 'good']"
406,"['yep', 'infact', 'popular', 'miss', 'india', 'talented', 'film', 'actress', 'lot']"
407,"['dosen', 't', 'want', 'to', 'go', 'to', 'work', 'tomorrow']"
408,"['daniel', 'won', 'dsds', 'his', 'voice', 'great']"
409,"['o', 'wish', 'birthday', 'massacre', 'come', 'australia', 'think', 'said', 'they', 're', 'thinking', 'tho']"
410,"['hoping', 'red', 'lobster', 'weekend']"
411,"['_x_atl', 'u', 'mean', 'jack', 'barakat', 's', 'wow', 'u', 'gone', 'house', 'hehe', 'mean', 'ur', 'ssoo', 'lucky', 'address']"
412,"['i', 'sure', 'hope', '20', 'afternoon']"
413,"['mean', 'famous', 'congrats']"
414,"['my', 'phone', 'passed', 'away', 'yesterday', 'he', 'jumped', 'table', 'searching', 'new', 'phone']"
415,"['i', 'fantastic', 'friend', 'including', 'one', 'met', 'here', 'thanks', 'life', 'amazing', 'people']"
416,"['tamlyn', 'wish', 'cool', 'sock', 'draw']"
417,"['rice', 'crusty', 'bread', 'chili', 'aawww']"
418,"['we', 'like', 'mind', 'evening', 'dear']"
419,"['come', 'save', 'packing', 'please']"
420,"['yes', 'i', 'love', 'tea', 'if', 'make', 'typically', 'english']"
421,"['mouth', 'sur']"
422,"['_dec0de', 'i', 'finally', 'hour', 'history', 'pm', 'i', 'went', 'highschool', 'homework', 'friend']"
423,"['pancake', 'lemon', 'sugar', 'thanks']"
424,"['si', 'bueno', 'i', 'guess', 'i', 'do', 'not', 'entertain']"
425,"['i', 'am', 'hunrgy', 'right', 'heel', 'kill', 'i', 'hardly', 'walk']"
426,"['electronic', 'key', 'stopped', 'working', 'keyhole', 'car', 'technolog']"
427,"['yay', 'follower', 'good', 'know', 'person', 'big', 'wide', 'world', 'like', 'fishies']"
428,"['my', 'tony', 'not', 'hey', 'poor', 'toni']"
429,['goodmorn']
430,"['took', 'shift', 'tomorrow', 'i', 'do', 'not', 'feel', 'like', 'working', 'right', 'now']"
431,"['i', 'love', 'mine', 'happy', 'mother', 'day', 'mom', 'john', 'taylor', 'love', 'you']"
432,"['saw', 'black', 'snake', 'garden', 'went', 'picture', 'gon']"
433,"['we', 'bought', 'ludi', 'rug', 'dog', 'best']"
434,"['no', 'waterfront', 'anymore', 'faccia', 'luna', 'clarendon']"
435,"['love', 'mum', 'much', 'happy', 'mother', 'day', 'wonderful', 'moth']"
436,"['slipped', 'caught', 'flu', 'feeling', 'like', 'poop']"
437,"['urge', 'play', 'wow', 'wait', 'week', 'til', 'im', 'dad', '47days', 'til', 'mcfly', 'im', 'excited', 'l']"
438,"['ok', 'passenger', 'alive', 'they', 're', 'dead', 'do', 'not', 'know', 'til', 'end']"
439,"['discovered', 'sharing', 'g', 'reader', 'did', 'not', 'know', 'it', 'sigh', 'i', 'am', 'g', 'reader', 'newb']"
440,"['chilled', 'tonite', 'spew', 'venom', 'write', 'funny', 'seems', 'like', 'styl']"
441,"['if', 'u', 'do', 'pray', 'me', 'lord', 'know', 'i', 'need', 'it']"
442,"['aaaaaw', 'want', 'live', 'usa']"
443,"['morning', 'tweepl']"
444,"['hey', 'i', 'did', 'not']"
445,"['now', 'hour', 'sleep', 'rest', 'need', 'it']"
446,"['that', 'make', 'day', 'better', 'it', 'is', 'rough', 'one', 'did', 'i', 'mention', 'i', 'love', 'new', 'photo']"
447,"['i', 'do', 'not', 'want', 'sit', 'home', 'prom', 'night', 'someone', 'hang']"
448,"['is', 'heading', 'home', 'foot', 'surgery', 'wishing', 'boyfriend', 'come', 'cuddl']"
449,"['concert', 'tonight', 'chackin', 'coming', 'tomorrow']"
450,"['happened', 'i', 'thought', 'coming', 'today']"
451,"['lol', 'dammit', 'tim']"
452,"['lol', 'do', 'not', 'forget']"
453,"['still', 'jeal']"
454,"['me', 'forever', 'ethan', 'could', 'not']"
455,"['now', 'im', 'sad', 'but', 'im', 'not', 'giving', 'in', 'first', 'i', 'didnt', 'do', 'nothing']"
456,"['week', 'easy', 'finally', 'it', 'is', 'over']"
457,"['wow', 'beautiful', 'picture', 'way', 'i', 'straight', 'just', 'wanted', 'let', 'know', 'bella']"
458,"['in', 'arch', 'drawing', 'checking', 'mvcc', 's', 'cad', 'degree', 'look', 'good']"
459,"['there', 'people', 'pencil', 'sharp', 'sharpened', 'pencil', 'philosophy']"
460,"['home', 'i', 'am', 'usually', 'mr', 'positive', 'daze', 'well', 'min', 'tomorrow']"
461,"['lee', 'let', 's', 'pari']"
462,"['know', 'want', 'come', 'company', 'whilst', 'mum', 's', 'friend', 'night', 'it', 'is', 'nice', 'evening']"
463,"['cooking', 'dad', 'having', 'lot', 'fun', 'kitchen']"
464,"['bouncing', 'rush', 'make', 'feel', 'naus']"
465,"['off', 'woolsery', 'morning', 'hopefully', 'north', 'molton', 'u16', 'clinch', 'north', 'devon', 'league', 'title', 'lovely', 'day']"
466,"['playing', 'singstar', 'fave', 'duett']"
467,"['you', 'are', 'missing', 'out', 'bb', 'i', 'm', 'cereal', 'nut', 'think', 'like', 'kind', 'available']"
468,"['that', 's', 'weird', 'oh', 'drawing', 'me']"
469,"['just', 'woke', 'mum', 'singing', 'new', 'gn', 'r', 'cd', 'replacement', 'bought', 'im', 'good', 'daught']"
470,"['the', 'bird', 'out', 'oh', 'man', 'that', 's', 'not', 'cool', 'i', 'did', 'not', 'sleep', 'night']"
471,"['mile', 'down', 'go', 'thats', 'ok', 'u2', 'radio', 'alwas', 'help']"
472,"['my', 'street', 'fighter', 'iv', 'skill', 'lacking', 'cannot', 'beat', 'seth', 'easy']"
473,"['fil', 'cool', 'people', 'lik']"
474,"['good', 'morning', 'work', 'it', 'is', 'espn', 's', 'sunday', 'night', 'baseball', 'hopefully', 'will', 'not', 'rain']"
475,"['think', 'it', 'is', 'honeymoon', 'good', 'life', 'it', 'is', 'honey', 'moon', 'joseph', 'arthur']"
476,"['son', 'got', 'stung', 'bug', 'time', 'little', 'finger', 'slightly', 'swollen']"
477,"['hour', 'ago', 'came', 'in', 'it', 'is', 'realised', 'went', 'buy', 'onlin']"
478,"['oh', 'referring', 'lil', 'exchange', 'lj', 'regard', 'twitter', 'archive', 'posting']"
479,"['bumping', 'dj', 'opus', 'drunk', 'car', 'lmao', 'don', 't', 'act', 'like', 'u', 'do', 'not', 'know']"
480,"['why', 'kiss', 'foot', 'people', 'kick', 'want', 'to', 'morning', 'everyone', 'hope', 'best', 'day']"
481,"['here', 's', 'brief', 'preview', 'omg', 'james', 'creepy', 'role', 'i', 'am', 'scar']"
482,"['i', 'am', 'missing', 'crab', 'leg', 'attending', 'going', 'away', 'instead']"
483,"['hick', 'mean']"
484,"['gettn', 'ready', 'trip', 'jersey', 'dad', 's', 'good', 'need', 'new', 'heart', 'whoeva', 'see', 's', 'prayer', 'dad']"
485,"['soon', 'need', 'run', 'shop', 'cut', 'grass']"
486,"['i', 'am', 'up', 'i', 'plan', 'transform', 'bedroom', 'today', 'random']"
487,"['home', 'tomorrow', 'did', 'running', 'spinning', 'now', 'time', 'chiropractor', 'laundry', 'shopping', 'visiting', 'family', 'missing', 'nathan']"
488,"['thats', 'sponsor']"
489,"['and', 'going', 'stuck', 'office', 'window']"
490,"['no', 'it', 'is', 'sad', 'should', 'proud']"
491,"['sorry', 'we', 'will', 'try', 'down']"
492,"['home', 'alone', 'doing', 'hw']"
493,"['according', 'quarter', 'family', 'live', 'poverty']"
494,"['plan', 'spend', 'money', 'go']"
495,"['uploading', 'bamboozle', 'picture', 'facebook']"
496,"['congratulation', 'guy', 'finish', 'month', 'early', 'do', 'booo']"
497,"['actually', 'i', 'wish', 'i', 'tahoe', 'i', 'miss', 'there']"
498,"['woke', 'up', 'i', 'wanna', 'stay', 'in', 'my', 'b']"
499,"['bday', 'june', 'wack', 'ihavent', 'seen', 'promotion', 'bday', 'party', 'better', 'finagle', 'asap']"
500,"['it', 'great', 'vip', 'act', 'i', 'would', 'enjoy', 'seeing', 'noooo']"
501,"['_marie', 'wish', 'i', 'too', 'i', 'hate', 'commut']"
502,"['workin', 'long', 'day', 'today', 'hopefully', 'good', 'tip']"
503,"['went', 'quick', 'wasn', 't', 'chance', 'lol']"
504,"['hate', 'headache', 'maybe', 'i', 'am', 'ready', 'rock']"
505,"['thanks', 'support']"
506,"['there', 's', 'android', 'twitter', 'app', 'tweetie', 's', 'calibr']"
507,"['good', 'day', 'driving', 'mountain', 'visiting', 'katie', 'eating', 'chip', 'fudge', 'stocking', 'lovely', 'smelling', 'soap']"
508,"['nyappy', 'mother', 's', 'day', 'mom', 's']"
509,"['yeah', 'im', 'gonna', 'ur', 'picture', 'ipod', 'baby']"
510,"['traumatizing', 'moment', 'childhood', 'dog', 'massacred', 'baby', 'bunny', 'brother', 'got', 'bb', 'gun']"
511,"['lol', 'here', 'wish', 'way', 'microsize', 'everything', 'lol']"
512,"['organization', 'itil', 'forget', 'people', 'and', 'fail', 'preaching', 'converted', 'it', 'peopl']"
513,"['_libertine', 'um', 'glad', 'enjoyed', 'it']"
514,"['about', 'dinner', 'evening', 'playing', 'card', 'already', 'packed', 'ready', 'head', 'home', 'tomorrow', 'do', 'home']"
515,"['im', 'allergic', 'cat', 'tonsil', 'swollen', 'hurt', 'dooo']"
516,"['he', 'say', 'feel', 'mama', 'tucking', 'night', 'he', 's', 'lonely', 'getting', 'by', 'tomorrow', 'tough']"
517,"['i', 'miss', 'alot', 'day']"
518,"['sound', 'like', 'great', 'night', 'i', 'm', 'glad', 'success']"
519,"['thanks', 'shar']"
520,"['mlia', 'instead', 'fml', 'hope', 'soon']"
521,"['garden', 'going', 'well', 'corn', 'pea', 'up', 'onion', 'beet', 'though']"
522,"['nah', 'jkin', 'he', 'is', 'hot', 'so', 'bor']"
523,"['ahhh', 'i', 'm', 'sqeaky', 'clean', 'fresh', 'even', 'i', 'm', 'wearing', 'dirty', 'clothes', 'i', 'love', 'two', 'half', 'men', 'it', 'is', 'amazing']"
524,"['yes', 'read', 'time']"
525,"['cuz', 'play', 'grown', 'twitter']"
526,"['living', 'ignorance']"
527,"['nope', 'telling', 'want', 'cameo', 'cream']"
528,"['awwww', 'we', 'are', 'gonna', 'miss', 'you']"
529,"['we', 'quite', 'like', 'worthing', 'relaxing', 'place', 'nice', 'coffee', 'shop', 'fresh', 'air', 'oik']"
530,"['_terrible', 'haha', 'new', 'fact', 'could', 'not', 'cost', 'part', 'what', 'kind', 'spock', 'that']"
531,"['today', 'lovely', 'day', 'i', 'fun', 'evening']"
532,"['beto', 's', 'pizzeria', 'banksville', 'rd', 'i', 'believe', 'beachview', 'area', 'sorry', 'answer', 'like', 'year', 'lat']"
533,"['sigh', 'sister', 'bein', 'strange', 'came', 'way', 'copenhagen', 'london', 'phone', 'turned', 'off', 'wanna', 'dammit']"
534,['amaz']
535,"['barb', 'trying', 'figure', 'y', 'dsl', 'aint', 'connecting', 'i', 'need', 'google', 'going', 'home', 'do', 'not', 'start', 'working', 'soon', 'smh']"
536,"['i', 'am', 'sick', 'sad', 'missing', 'martini', 'lounge', 'tonight']"
537,"['seems', 'quiet', 'tonight', 'am', 'jealous', 'clearly', 'having', 'exciting', 'life', 'off', 'bed', 'i', 'think']"
538,"['really', 'wish', 'spare', 'cash', 'buy', 'new', 'punch', 'out', 'wii']"
539,"['aw', 'going', 'toronto', 'anymore']"
540,"['so', 'sorry', 'hear', 'mom', 'suck']"
541,"['i', 'feel', 'i', 'hope', 'it', 'is', 'smooth', 'flight', 'be', 'safe', 'mucho', 'amor', 'boston']"
542,"['can', 't', 'sleep', 'so', 'i', 'am', 'watching', 'hgtv', 'i', 'am', 'afraid', 'infomerci']"
543,"['i', 'am', 'getting', 'family', 'ready', 'kaylee', 's', 'graduation', 'it', 's', 'gonna', 'sad']"
544,"['sweet', 'dream']"
545,"['hay', 'wats', 'ur', 'aim', 'chat']"
546,"['okay', 'kool', 'i', 'touring', 'summer', 'long', 'happen']"
547,"['in', 'pain', 'big', 'toe', 'got', 'stomped', 'hokey', 'cokeu', 'it', 'is', 'throbbing', 'suggestion', 'heal', 'it']"
548,"['time', 'watch', 'op', 'dead', 'like', 'me', 'sleep']"
549,"['having', 'dinner', 'grandma', 'i', 'could', 'not', 'mum']"
550,"['haha', 'thanks', 'history', 'invention', 'television', 'influence', 'america', 'lol']"
551,"['yea', 'wassup']"
552,"['stupid', 'job', 'idk', 'do']"
553,"['shopped', 'til', 'dropped', 'come', 'bac', 'sunshine', 'miss', 'u']"
554,"['like', 'pic', 'lucky', 'girl']"
555,"['thank', 'i', 'have', 'anxiety', 'issue', 'year', 'i', 'think', 'i', 'couple', 'day', 'i', 'fine']"
556,"['around', 'hour', 'left', 'day', 'weekend', 'i', 'waaaay', 'work', 'do']"
557,"['feeling', 'loved', 'my', 'mom', 'got', 'nikon', 'cool', 'pix', 'birthday']"
558,"['attempt', 'extend', 'inner', 'class', 'close', 'cannot', 'ref', 'atm']"
559,"['yes', 'join', 'u', 'all', 'require', 'cupcake', 'donation']"
560,"['hard', 'time', 'talking', 'new', 'people', 'i', 'pretty', 'sure', 'i', 'did', 'not', 'good', 'impression']"
561,"['_rc234', 'haha', 'yup', 'terrible', 'headache', 'super', 'swollen', 'puffy', 'eye', 'dont', 'think', 'im', 'going', 'today', 'ugh']"
562,"['can', 't', 'access', 'site']"
563,"['and', 'sun', 'shinning', 'at']"
564,"['we', 'slowest', 'train', 'ever', 'stop', 'everywhere', 'missed', 'quick', 'train', 'minut']"
565,"['nup', 'cd', 'either', 'bunch', 'zero', 'one', 'fre']"
566,"['my', 'graduation', 'day', 'and', 'feel', 'like', 'failure']"
567,"['ops', 'lol', 'wasnt', 'supposed', 'got', 'twitt']"
568,"['i', 'do', 'not', 'think', 'i', 'have', 'tierd', 'life', 'ugh', 'goodnight', 'so', 'sleeping', 'tomorrow']"
569,"['what', 'u', 'going', 'today', 'girl']"
570,"['doesnt', 'want', 'anymor']"
571,"['bad', 'hair', 'day']"
572,['headach']
573,"['sorry', 'guy', 'did', 'not', 'sign', 'sorry', 'every', '1']"
574,"['i', 'okay', 'okay', 'like', 'rest', 'sane', 'population', 'world', 'i', 'hate', 'monday']"
575,"['mozart', 's', 'requiem']"
576,"['think', 'bit', 'love', 'creation', 'wit', 'physically', 'attracted', 'great', 'styl']"
577,"['_a_michael', 'hey', 'thanks', 'great', 'day', 'i', 'am', 'going', 'sleep', 'now', 'i', 'will', 'chat', 'tomorrow', 'sweet', 'dream']"
578,"['i', 'bet', 'cool', 'sr', 'huh', 'it', 's', 'here', 'i', 'have', 'not', 'stopped', 'sweating', 'noon', 'dad', 'i', 'pack']"
579,"['ohshnapsss', 'pissed', 'blair', 'usual', 'hahah', 'yeeeah', 'bake', 'cooki']"
580,"['bueno', 'hollykins', 'need', 'feel', 'better', 'asap', 'p', 's', 'miss', 'you', 'uni', 'soon', 'are', 'not', 'you', 'soproudofyou']"
581,"['cool', 'mother', 'awesome', 'hair', 'style', 'wish', 'happy', 'mother', 's', 'day']"
582,"['happy', 'mother', 's', 'day', 'mother']"
583,"['my', 'expression', 'watching', 'again']"
584,"['stupid', 'bipolar', 'weather', 'ruined', 'day']"
585,"['i', 'did', 'not', 'want', 'tell', 'i', 'think', 'it', 'is', 'body', 'odour']"
586,"['nice', 'beta', 'easports', 'news', 'online', 'madden']"
587,"['thats', 'pretty', 'bad', 'quality', 'probably', 'worst', 'pic', 'u', 'posted', 'till', 'd']"
588,"['i', 'missed', 'cal']"
589,"['unfortunately', 'look', 'like', 'no', 'funny', 'people', 'twitter', 'should', 'fb', 'start', 'own', 'flitt']"
590,"['came', 'karaoke', 'eating', 'dinner', 'emily', 'sooooo', 'fun']"
591,"['discrimination', 'bad', 'thing', 'i', 'have', 'learned', 'no', 'my', 'child', 'i', 'mastered', 'year', 'ago']"
592,"['sure', 'talk', 'the', 'fabulous', 'sorry', 'dear']"
593,"['sec', 'clip', 'new', 'moon', 'trailer', 'etonline', 'com', 'check', 'out', 'big', 'tease']"
594,"['just', 'got', 'working', 'out', 'i', 'am', 'feeling', 'pretty', 'good', 'work', '30']"
595,"['ahhh', 'my', 'satz', 'blend', 'did', 'not', 'sav']"
596,"['so', 'why', 'matter', 'i', 'bet', 'great', 'it', 'i', 'do', 'it', 's', 'love', 'right', 'why', 'it']"
597,"['dh', 'finished', 'making', 'giant', 'trio', 'candy', 'bar', 'thank', 'heaven', 'his', 'work', 'mate', 'treat', 'tomorrow']"
598,"['my', 'ear', 'popping']"
599,"['working', 'diffusing', 'irritation', 'traffic', 'sure', 'is', 'not', 'helping', 'mother', 'f', 'it', 'is', 'real', 'bad', 'day', 'th', 'help', 'plan', 'stuff']"
600,"['i', 'submitted', 'resume', 'day', 'saw', 'answer', 'back', 'oh', 'well']"
601,"['catching', 'week', 'lost', 'grey', 's', 'house', 'quiet', 'again']"
602,"['i', 'love', 'ryans', 'housewife', 'make', 'smile']"
603,"['sooo', 'i', 'am', 'kinda', 'o', 'sick', 'n', 'tired', 'b', 'guy', 'dish']"
